Company,Date,Open,High,Low,Close,Adj Close,Volume,Yesterday Change,% Yesterday Change,Average 5-Day Change,% 5-Day Change,Average 10-Day Change,% 10-Day Change,EOD High
CSCO,8/28/2019,46.529999,46.959999,46.240002,46.869999,45.744484,11187600,-0.75,-0.016029066,-0.528001,-0.011118151,-0.2870005,-0.006007965,1
CSCO,8/29/2019,47.59,47.91,47.110001,47.27,46.13488,14733400,0.34,0.007254107,-0.5560008,-0.011802182,-0.4870005,-0.010275139,0
CSCO,8/30/2019,47.52,47.57,46.549999,46.810001,45.685925,19248400,-0.32,-0.006769621,-0.5420008,-0.011549625,-0.3020007,-0.006358177,0
CSCO,9/3/2019,46.630001,46.970001,46.200001,46.5,45.383366,17009400,-0.709999,-0.015167678,-0.3940004,-0.008388699,-0.2230006,-0.00469643,0
CSCO,9/4/2019,47.02,47.41,46.889999,47.32,46.183674,13691300,-0.130001,-0.00279572,-0.278,-0.005934085,-0.3480006,-0.007359952,1
CSCO,9/5/2019,48.02,48.709999,47.779999,48.419998,47.257263,18434200,0.3,0.006339814,-0.314,-0.006687396,-0.4210005,-0.008915347,1
CSCO,9/6/2019,48.650002,48.990002,48.27,48.84,47.667175,17939100,0.399998,0.008261008,-0.104,-0.002200406,-0.3300004,-0.00699346,1
CSCO,9/9/2019,48.970001,49.009998,48.459999,48.580002,47.413422,21175100,0.189998,0.003890213,-0.0920004,-0.001933675,-0.3170006,-0.006708581,0
CSCO,9/10/2019,48.57,49.349998,47.950001,49.209999,48.028294,16119200,-0.389999,-0.008027974,0.0099992,0.000208612,-0.1920006,-0.004046377,1
CSCO,9/11/2019,49.950001,50.07,49.330002,50.029999,48.828602,18656000,0.639999,0.013005467,0.0739992,0.001526575,-0.1020004,-0.002140123,1
CSCO,9/12/2019,50.279999,50.299999,49.41,49.93,48.731003,16546700,0.079998,0.001599001,0.2279992,0.004651526,-0.0430004,-0.000896122,0
CSCO,9/13/2019,50.009998,50.220001,49.759998,50.029999,48.828602,15867800,-0.349999,-0.007009794,0.1839988,0.003730865,0.0399994,0.000828299,1
CSCO,9/16/2019,49.799999,50.18,49.790001,49.959999,48.760281,13025600,0.020001,0.00039978,0.0339994,0.00068608,-0.0290005,-0.000597124,1
CSCO,9/17/2019,49.98,50.02,49.18,49.41,48.223492,16070600,0.16,0.003202562,-1.42109E-15,-2.85175E-17,0.0049996,0.000102279,0
CSCO,9/18/2019,49.470001,49.740002,48.779999,49.34,48.15517,12563800,-0.57,-0.011536126,0.1099998,0.002205642,0.0919995,0.001870935,0
CSCO,9/19/2019,49.349998,49.919998,49.040001,49.189999,48.00877,15349400,-0.130001,-0.002634799,-0.132,-0.00265412,0.0479996,0.000972144,0
CSCO,9/20/2019,49.290001,49.869999,48.869999,49.599998,48.408924,48301300,-0.159999,-0.003252673,-0.1739998,-0.003509051,0.0049995,0.000101098,1
CSCO,9/23/2019,49.66,49.75,49.279999,49.419998,48.233246,16450000,0.309997,0.00624994,-0.1359998,-0.002747471,-0.0510002,-0.001029725,0
CSCO,9/24/2019,49.75,50.200001,48.93,49.119999,47.940453,26717200,-0.240002,-0.004856374,-0.0780006,-0.001579215,-0.0390003,-0.000786106,0
CSCO,9/25/2019,49.049999,49.77,48.580002,49.610001,48.418686,14013500,-0.630001,-0.012825754,-0.158001,-0.00320268,-0.0240006,-0.000483854,1
CSCO,9/26/2019,49.43,49.490002,48.259998,48.830002,47.657417,20172900,0.560002,0.011288087,-0.1700012,-0.003442156,-0.1510006,-0.003046763,0
CSCO,9/27/2019,49,49.470001,48.599998,48.84,47.667175,16065300,-0.599998,-0.012287487,-0.0320006,-0.000648889,-0.1030002,-0.002082874,0
CSCO,9/30/2019,48.950001,49.66,48.950001,49.41,48.223492,14903600,-0.16,-0.003276003,-0.1200004,-0.002440818,-0.1280001,-0.002594667,1
CSCO,10/1/2019,49.650002,49.869999,47.360001,47.740002,46.593597,24185600,0.459999,0.009309836,-0.2139998,-0.004352951,-0.1460002,-0.002962847,0
CSCO,10/2/2019,47.349998,47.380001,46.009998,46.560001,45.441929,30722400,-1.91,-0.040008377,-0.0739996,-0.001513718,-0.1160003,-0.002362051,0
CSCO,10/3/2019,46.32,47.080002,45.700001,47.060001,46.277798,15915500,-0.789997,-0.016967289,-0.3299994,-0.006835682,-0.2500003,-0.0051196,1
CSCO,10/4/2019,47.25,47.630001,46.950001,47.52,46.730152,16718800,0.740001,0.015724628,-0.5999992,-0.012520329,-0.3159999,-0.006499515,1
CSCO,10/7/2019,47.470001,48.130001,47.32,47.77,46.975998,14625200,0.27,0.005681818,-0.3319994,-0.006966289,-0.2259999,-0.004668358,1
CSCO,10/8/2019,47.5,47.540001,46.349998,46.389999,45.618935,23022400,0.299999,0.006280071,-0.2459994,-0.005197536,-0.2299996,-0.004767226,0
CSCO,10/9/2019,46.919998,47.169998,46.66,46.84,46.061455,16768600,-1.110001,-0.023927593,-0.2779994,-0.00590734,-0.1759995,-0.00366872,0
CSCO,10/10/2019,46.049999,46.23,45.549999,46.150002,45.382927,24698500,-0.079998,-0.001707899,-0.1179996,-0.002504449,-0.2239995,-0.0046964,1
CSCO,10/11/2019,46.669998,47.299999,46.459999,46.560001,45.78611,25153600,0.100003,0.002166912,0.0240002,0.000511361,-0.2879995,-0.006072352,0
CSCO,10/14/2019,46.549999,46.549999,46,46.049999,45.284584,15076900,-0.109997,-0.002362478,-0.1039994,-0.002224967,-0.2179994,-0.004618631,0
CSCO,10/15/2019,46.25,46.580002,46.040001,46.360001,45.589432,18794400,-0.5,-0.010857764,-0.1799988,-0.003879452,-0.2129991,-0.004545047,1
CSCO,10/16/2019,46.360001,46.880001,46.32,46.790001,46.012287,16454200,0.110001,0.002372757,-0.3399986,-0.00732882,-0.308999,-0.006612999,1
CSCO,10/17/2019,47.150002,47.299999,46.599998,47.029999,46.248299,14352400,0.43,0.009189998,-0.0959982,-0.00206973,-0.1069989,-0.002288795,0
CSCO,10/18/2019,47.099998,47.27,46.66,46.709999,45.933617,17226200,-0.120003,-0.002551627,0.0060014,0.000128902,0.0150008,0.0003209,0
CSCO,10/21/2019,47.139999,47.48,46.970001,47.389999,46.602314,13277700,-0.389999,-0.008349369,-0.0379998,-0.000815656,-0.0709996,-0.001521474,1
CSCO,10/22/2019,47.5,47.889999,47.400002,47.549999,46.759655,15067100,0.25,0.005275375,-0.0940002,-0.002006151,-0.1369995,-0.002938201,1
CSCO,10/23/2019,47.470001,47.700001,46.84,47.049999,46.267963,15647100,0.049999,0.001051504,0.0559998,0.001189107,-0.1419994,-0.003037875,0
CSCO,10/24/2019,47.23,47.23,46.099998,46.41,45.638603,18338800,-0.420002,-0.008926716,0.0439994,0.000933258,-0.0259994,-0.00055597,0
CSCO,10/25/2019,46.540001,46.990002,46.459999,46.900002,46.120457,15701200,-0.82,-0.017668606,-0.126001,-0.002679618,-0.0599998,-0.001282321,1
CSCO,10/28/2019,47.150002,47.599998,47.060001,47.169998,46.385971,13859700,0.360001,0.007675927,-0.2660004,-0.005652367,-0.1520001,-0.003246201,1
CSCO,10/29/2019,47,47.43,46.91,47.240002,46.454807,13713900,0.019996,0.000423914,-0.1160004,-0.002467254,-0.1050003,-0.002237095,1
CSCO,10/30/2019,47.299999,47.580002,47.16,47.560001,46.769489,12062000,0.240002,0.005080482,-0.1620012,-0.003450211,-0.0530007,-0.001127099,1
CSCO,10/31/2019,47.599998,47.650002,47.099998,47.509998,46.720318,12488300,0.260002,0.005466821,-0.1240006,-0.002635171,-0.0400006,-0.000849252,0
CSCO,11/1/2019,46.849998,47.490002,46.639999,47.029999,46.248299,24404100,-0.09,-0.001894338,0.0120002,0.000253833,-0.0570004,-0.001208942,1
CSCO,11/4/2019,47.5,47.880001,47.32,47.48,46.690819,15018900,0.180001,0.003827366,0.1580002,0.003340244,-0.0540001,-0.001144531,0
CSCO,11/5/2019,47.59,47.919998,47.259998,47.759998,46.966164,18988900,-0.02,-0.00042123,0.1220002,0.0025758,0.0029999,6.35707E-05,1
CSCO,11/6/2019,47.810001,48.5,47.790001,48.27,47.467686,15904500,0.169998,0.003559422,0.114001,0.002401639,-0.0240001,-0.000508358,1
CSCO,11/7/2019,48.610001,48.98,48.200001,48.419998,47.615192,16717800,0.459999,0.009529708,0.1000002,0.002100403,-0.0120002,-0.000253527,0
CSCO,11/8/2019,48.419998,48.849998,48.049999,48.830002,48.018379,14407000,-0.190003,-0.00392406,0.1399996,0.002929352,0.0759999,0.001598853,1
CSCO,11/11/2019,48.009998,48.470001,47.560001,48.099998,47.300514,19590400,0.410004,0.008396559,0.119999,0.002492088,0.1389996,0.002912389,1
CSCO,11/12/2019,48.290001,48.740002,48.119999,48.369999,47.566025,15632900,0.09,0.001871102,0.1659996,0.003438553,0.1439999,0.00301129,1
CSCO,11/13/2019,48.240002,48.849998,48.150002,48.459999,47.65453,25187000,0.079998,0.001653876,0.1879996,0.00388445,0.1510003,0.003150237,1
CSCO,11/14/2019,45.560001,46,44.599998,44.91,44.163532,65568900,0.219997,0.004539765,0.1699996,0.003509778,0.1349999,0.002811151,0
CSCO,11/15/2019,45.07,45.650002,44.810001,45.09,44.340542,32385000,-0.650001,-0.014473413,0.1219992,0.002555813,0.1309994,0.002742696,1
CSCO,11/18/2019,44.98,45.189999,44.439999,45.150002,44.399548,22742800,0.02,0.000443557,0.0299996,0.00063848,0.0749993,0.001576642,1
CSCO,11/19/2019,45.389999,45.599998,45.080002,45.470001,44.71423,19612600,0.170002,0.003765271,-0.0480012,-0.001034598,0.0589992,0.001246392,1
CSCO,11/20/2019,45.689999,45.740002,44.93,45.080002,44.330711,18660800,0.080002,0.001759446,-0.0320008,-0.000698463,0.0779994,0.001655792,0
CSCO,11/21/2019,45.130001,45.150002,44.689999,44.84,44.094696,19868800,-0.609997,-0.013531432,-0.032,-0.000708906,0.0689998,0.001474733,0
CSCO,11/22/2019,45.150002,45.169998,44.689999,44.849998,44.10453,18725700,-0.290001,-0.006467462,-0.1979988,-0.004387688,-0.0379998,-0.000818432,0
CSCO,11/25/2019,45,45.549999,44.93,45.450001,44.694557,19653300,-0.300004,-0.006689053,-0.1259988,-0.002795128,-0.0479996,-0.001042744,1
CSCO,11/26/2019,45.529999,45.77,45.25,45.310001,44.556889,29422000,0.450001,0.009901012,-0.1899996,-0.004209305,-0.1190004,-0.002600135,0
CSCO,11/27/2019,45.360001,45.419998,44.93,45.240002,44.488052,14889900,-0.219998,-0.004855396,-0.1339998,-0.002970775,-0.0830003,-0.001825747,0
CSCO,11/29/2019,45.240002,45.540001,45.150002,45.310001,44.556889,9808900,-0.119999,-0.002652498,-0.1939998,-0.004297926,-0.1129999,-0.002503376,1
CSCO,12/2/2019,45.25,45.330002,44.669998,44.700001,43.957027,17630100,0.069999,0.001544891,-0.0960002,-0.002122396,-0.1469995,-0.003253713,0
CSCO,12/3/2019,44.400002,44.490002,43.740002,44.279999,43.544006,19625500,-0.549999,-0.012304228,-0.0240002,-0.000530954,-0.0749995,-0.001661486,0
CSCO,12/4/2019,44.52,44.549999,43.860001,43.889999,43.160488,17202200,-0.120003,-0.002710095,-0.0739992,-0.001645597,-0.1319994,-0.002929869,0
CSCO,12/5/2019,44.049999,44.099998,43.400002,43.52,42.796642,22632800,-0.630001,-0.01435409,-0.188,-0.004207322,-0.1609999,-0.003586143,0
CSCO,12/6/2019,43.889999,44.060001,43.650002,43.84,43.11132,16541000,-0.529999,-0.012178286,-0.2700006,-0.006089323,-0.2320002,-0.005185637,0
CSCO,12/9/2019,43.889999,44.369999,43.75,43.900002,43.170326,17508500,-0.049999,-0.001140488,-0.3520006,-0.007991659,-0.2240004,-0.005018042,1
CSCO,12/10/2019,43.849998,44.18,43.799999,44.099998,43.366997,21862400,0.010003,0.000227859,-0.3760002,-0.008567657,-0.2000002,-0.004489947,1
CSCO,12/11/2019,44.360001,44.450001,44.150002,44.279999,43.544006,16440500,0.25,0.005668934,-0.2639998,-0.00602052,-0.1689995,-0.003805524,0
CSCO,12/12/2019,44.549999,45.77,44.41,45.669998,44.9109,27061600,-0.080002,-0.00180673,-0.1899992,-0.004325241,-0.1889996,-0.004265779,1
CSCO,12/13/2019,45.91,46.049999,45.200001,45.299999,44.54705,21796900,1.119999,0.024523737,-0.0799994,-0.001803494,-0.175,-0.003945974,0
CSCO,12/16/2019,45.799999,46.59,45.799999,45.98,45.215748,21871300,-0.610001,-0.013465806,0.2500002,0.005599109,-0.0510002,-0.00115,1
CSCO,12/17/2019,46.220001,46.52,45.93,46.439999,45.668102,22510000,0.180001,0.003914767,0.1379998,0.003062171,-0.1190002,-0.002675605,1
CSCO,12/18/2019,46.52,46.759998,46.25,46.639999,45.86478,21921200,0.219998,0.004737252,0.1719994,0.003777384,-0.0460002,-0.001029271,1
CSCO,12/19/2019,47.150002,47.990002,47.110001,47.880001,47.084171,30764700,0.119999,0.002572877,0.165999,0.003608203,-0.0120001,-0.000266865,1
CSCO,12/20/2019,48.25,48.369999,47.419998,47.450001,46.661316,52575300,0.729999,0.015246428,0.2059992,0.00443505,0.0629999,0.001387571,0
CSCO,12/23/2019,47.549999,48.299999,47.419998,48.099998,47.300514,20253500,-0.799999,-0.016859831,0.1279992,0.002730475,0.1889997,0.004129877,1
CSCO,12/24/2019,48.16,48.25,47.650002,47.779999,46.985832,7044700,0.549999,0.011434491,0.0899996,0.00190266,0.1139997,0.002468381,0
CSCO,12/26/2019,47.779999,48,47.650002,47.849998,47.054668,11091700,-0.380001,-0.00795314,0.1639992,0.003447534,0.1679993,0.003608853,1
CSCO,12/27/2019,47.990002,48.02,47.68,47.77,46.975998,11056800,0.069999,0.001462884,0.0439994,0.000920259,0.1049992,0.002238359,0
CSCO,12/30/2019,47.75,47.880001,47.290001,47.59,46.798988,12128600,-0.220002,-0.004605443,0.0339994,0.000711433,0.1199993,0.002546729,0
CSCO,12/31/2019,47.540001,47.98,47.41,47.959999,47.162842,14892600,-0.16,-0.003362051,-0.1560008,-0.003262387,-0.0140008,-0.0002957,1
CSCO,1/2/2020,48.060001,48.419998,47.880001,48.419998,47.965229,16708100,0.419998,0.008757256,-0.028001,-0.000585918,0.0309993,0.000651985,1
CSCO,1/3/2020,47.91,48.139999,47.48,47.630001,47.182652,15577400,0.359997,0.007434883,-0.0540012,-0.00112695,0.054999,0.001151956,0
CSCO,1/6/2020,47.139999,47.82,47.009998,47.799999,47.351055,22183600,-0.279999,-0.005878627,0.0939984,0.001963454,0.0689989,0.001442194,1
CSCO,1/7/2020,47.720001,47.720001,47.099998,47.490002,47.043968,16501900,0.66,0.013807532,0.0239988,0.000501228,0.0289991,0.000606232,0
CSCO,1/8/2020,46.970001,47.790001,46.810001,47.52,47.073685,25175900,-0.229999,-0.004843104,0.1999992,0.004178838,0.0219992,0.000459859,1
CSCO,1/9/2020,47.790001,47.880001,47.07,47.32,46.875565,18203600,0.549999,0.011574053,0.1859994,0.003893482,0.0789992,0.00165336,0
CSCO,1/10/2020,47.48,47.560001,47.060001,47.130001,46.687351,13502600,-0.470001,-0.009932396,0.2119996,0.004458269,0.0789992,0.001654953,0
CSCO,1/13/2020,47.310001,47.98,47.299999,47.970001,47.519459,18237400,-0.349999,-0.007426246,0.046,0.000969401,0.0699992,0.001468628,1
CSCO,1/14/2020,47.959999,47.990002,47.619999,47.790001,47.341152,17948700,0.66,0.013758599,0.032,0.000673883,0.0279994,0.000587199,0
CSCO,1/15/2020,47.919998,48.400002,47.759998,48.009998,47.559082,16289400,-0.169998,-0.003557188,0.032,0.000673032,0.1159996,0.002431704,1
CSCO,1/16/2020,48.380001,49.080002,48.23,49.049999,48.589314,20094900,0.09,0.00187461,0.0440002,0.00092352,0.1149998,0.002410493,1
CSCO,1/17/2020,49.310001,49.540001,48.869999,49.02,48.559597,27176200,0.669998,0.013659491,-0.0479996,-0.0010002,0.082,0.001716523,0
CSCO,1/21/2020,48.959999,49.200001,48.669998,48.799999,48.341663,21771800,-0.290001,-0.005915973,0.1800002,0.003721473,0.1130001,0.002358591,0
CSCO,1/22/2020,49.279999,49.529999,49.040001,49.07,48.609127,15186000,-0.16,-0.003278689,0.1919998,0.003955986,0.1119999,0.002332845,0
CSCO,1/23/2020,49,49.18,48.41,49,48.539783,16767700,-0.209999,-0.00427958,0.0279998,0.000573884,0.0299999,0.000622818,0
CSCO,1/24/2020,49.220001,49.48,48.540001,48.849998,48.391193,14066700,0,0,0.0199996,0.000408255,0.0319999,0.000662304,0
CSCO,1/27/2020,47.889999,48.07,47.27,47.470001,47.024155,20666000,-0.370003,-0.007574268,0.0019996,4.08515E-05,-0.023,-0.00047453,0
CSCO,1/28/2020,47.52,47.970001,47.5,47.77,47.321339,14035100,-0.419998,-0.008847651,-0.2060006,-0.004235384,-0.0130002,-0.000268029,1
CSCO,1/29/2020,47.970001,47.98,46.93,47.049999,46.608097,14273600,0.25,0.00523341,-0.232,-0.004790221,-0.0200001,-0.000412518,0
CSCO,1/30/2020,46.540001,47.27,46.259998,47.240002,46.796318,14822600,-0.920002,-0.019553709,-0.15,-0.003123178,-0.0610001,-0.001260098,1
CSCO,1/31/2020,46.990002,47,45.84,45.970001,45.538246,20069900,0.700001,0.014817971,-0.2920006,-0.006124687,-0.1360005,-0.002813881,0
CSCO,2/3/2020,46.400002,46.830002,46.209999,46.529999,46.092983,15383500,-1.020001,-0.022188405,-0.1520004,-0.003227185,-0.0750004,-0.001561727,1
CSCO,2/4/2020,47.220001,47.709999,47.110001,47.619999,47.172745,13947300,0.129997,0.002793832,-0.282,-0.006011255,-0.2440003,-0.00510728,1
CSCO,2/5/2020,48.330002,48.599998,48.150002,48.450001,47.994953,17042300,0.399998,0.00839979,-0.172001,-0.003668807,-0.2020005,-0.004238632,1
CSCO,2/6/2020,48.689999,48.82,48.220001,48.689999,48.232697,9814800,0.119999,0.002476759,-0.1420014,-0.003010928,-0.1460007,-0.003067564,0
CSCO,2/7/2020,48.599998,48.77,47.869999,47.970001,47.519459,16807500,0,0,0.0659988,0.001390854,-0.1130009,-0.002375765,0
CSCO,2/10/2020,47.990002,48.889999,47.880001,48.869999,48.411003,19012700,-0.629997,-0.013133145,-0.0740014,-0.001546464,-0.1130009,-0.002380169,1
CSCO,2/11/2020,49.389999,49.709999,48.860001,49.130001,48.668564,23168300,0.879997,0.018006896,0.0039994,8.2769E-05,-0.1390003,-0.002919193,0
CSCO,2/12/2020,49.43,50.279999,49.400002,49.93,49.461052,31686200,-0.259998,-0.005292041,0.1539994,0.003167278,-0.0090008,-0.000188491,1
CSCO,2/13/2020,47.150002,47.669998,46.580002,47.32,46.875565,47044700,0.5,0.01001402,0.0220002,0.000449736,-0.0600006,-0.001248972,1
CSCO,2/14/2020,47.16,47.220001,46.48,46.970001,46.528851,26747200,0.169998,0.003592519,0.0980004,0.002014645,0.0819996,0.001706618,0
CSCO,2/18/2020,46.82,46.849998,46.290001,46.59,46.15242,18546300,-0.189999,-0.004045114,0.132,0.002724796,0.0289993,0.000602295,0
CSCO,2/19/2020,46.689999,46.810001,45.900002,46.290001,45.85524,27626400,-0.23,-0.004936682,0.2199996,0.004584471,0.1119995,0.002325861,0
CSCO,2/20/2020,46.09,46.959999,45.900002,46.849998,46.409977,20416700,-0.399998,-0.008641132,-0.0019998,-4.21721E-05,0.0759998,0.001582637,1
CSCO,2/21/2020,46.73,46.849998,46.049999,46.299999,45.865143,20028700,0.759998,0.016221943,-0.0299998,-0.000640967,-0.0039998,-8.35712E-05,0
CSCO,2/24/2020,45,45.68,44,44,43.586746,35295900,-0.430001,-0.009287279,0.0219998,0.000472099,0.0600001,0.001259924,0
CSCO,2/25/2020,44.049999,44.209999,42.07,42.740002,42.338581,48024700,-1,-0.022727273,-0.098,-0.002130157,0.017,0.000359979,0
CSCO,2/26/2020,42.970001,43.380001,41.939999,42.16,41.764027,38513200,-1.309997,-0.030650373,-0.2600002,-0.005747639,-0.0200003,-0.00042908,0
CSCO,2/27/2020,41.279999,42.099998,40.009998,40.040001,39.66394,51423000,-0.810001,-0.019212547,-0.4759996,-0.010718298,-0.2389997,-0.005205264,0
CSCO,2/28/2020,38.700001,40.549999,38.349998,39.93,39.554974,80194000,-1.239998,-0.03096898,-0.5580002,-0.012962279,-0.294,-0.006544095,1
CSCO,3/2/2020,40.150002,41.189999,38.919998,41.169998,40.783325,48864300,1.229999,0.030803882,-0.9579994,-0.02293291,-0.4679998,-0.010591346,1
CSCO,3/3/2020,41.259998,41.900002,39.709999,40.040001,39.66394,49294700,1.019996,0.024775226,-0.6259994,-0.01519121,-0.3619997,-0.008301413,0
CSCO,3/4/2020,40.720001,41.450001,39.799999,41.389999,41.001259,30022100,-1.219997,-0.030469455,-0.2220002,-0.005458842,-0.2410002,-0.005610919,1
CSCO,3/5/2020,40.169998,40.509998,39.290001,39.57,39.198353,30255900,0.669998,0.016187437,-0.2040002,-0.005035301,-0.3399999,-0.008007157,0
CSCO,3/6/2020,38,39.950001,37.799999,39.68,39.30732,48605600,-0.599998,-0.015162952,0.0919996,0.002276091,-0.2330003,-0.005582985,1
CSCO,3/9/2020,36.900002,39.560001,36.290001,37.959999,37.603474,61535300,1.68,0.04233871,0.2199996,0.005449581,-0.3689999,-0.00898422,1
CSCO,3/10/2020,39.25,40.150002,37.869999,40.080002,39.703564,50536500,1.059997,0.027924052,0.3099998,0.007803056,-0.1579998,-0.003904315,1
CSCO,3/11/2020,39.02,39.16,36.369999,37.049999,36.702019,63594300,0.830002,0.020708632,0.318,0.008002819,0.0479999,0.001193968,0
CSCO,3/12/2020,34.5,35.82,33,33.200001,32.88818,51855300,-1.970001,-0.053171418,0.7279998,0.018730056,0.2619998,0.006600988,0
CSCO,3/13/2020,35.18,37.68,33.330002,37.639999,37.28648,53859600,-1.299999,-0.039156595,0.2,0.005319998,0.1459998,0.003742913,1
CSCO,3/16/2020,33.23,36.990002,32.400002,33.709999,33.393391,44211300,2.459999,0.065355979,0.0599998,0.001613505,0.1399997,0.003610287,1
CSCO,3/17/2020,34.700001,36.25,33.599998,35.5,35.16658,41572400,0.479999,0.014239069,0.2159996,0.005944507,0.2629997,0.006915221,1
CSCO,3/18/2020,33.759998,37.709999,33.310001,37.119999,36.771362,56904300,0.799999,0.022535183,0.1,0.002823264,0.209,0.005561765,1
CSCO,3/19/2020,37.049999,39.32,36.150002,37.709999,37.35582,58319700,3.360001,0.090517271,0.0939994,0.002652802,0.4109996,0.011062949,1
CSCO,3/20/2020,38.27,38.470001,35.400002,35.599998,35.265636,48582500,0.66,0.017501989,1.1599998,0.031924258,0.6799999,0.018395777,0
CSCO,3/23/2020,35.509998,35.82,33.740002,34.599998,34.275032,39823400,-2.670002,-0.07500006,1.5519996,0.043197496,0.8059997,0.022047753,0
CSCO,3/24/2020,36.41,38.68,35.540001,38.599998,38.237461,48235600,-0.91,-0.02630058,0.5259994,0.0145682,0.3709995,0.010242663,1
CSCO,3/25/2020,38.650002,39.950001,37.5,37.669998,37.316196,42873900,2.189998,0.056735702,0.2479996,0.006752699,0.1739998,0.004823547,0
CSCO,3/26/2020,37.970001,40.919998,37.369999,40.580002,40.198868,38473300,-0.980004,-0.026015504,0.5259994,0.014279494,0.3099994,0.008578924,1
CSCO,3/27/2020,39.209999,40.150002,38.41,38.82,38.455399,31278600,2.610001,0.064317419,-0.3420016,-0.009141984,0.4089991,0.011092103,0
CSCO,3/30/2020,39.450001,40.490002,38.959999,40.32,39.941307,27120300,-0.389999,-0.010046342,0.0479986,0.001261329,0.7999991,0.021626858,1
CSCO,3/31/2020,40.130001,40.419998,39.110001,39.310001,38.940796,26014200,0.869999,0.021577356,0.5039992,0.012857779,0.5149993,0.013677874,0
CSCO,4/1/2020,38.169998,38.860001,37.869999,38.330002,37.970001,26790700,-0.82,-0.020859832,0.859999,0.021860676,0.5539993,0.01456628,1
CSCO,4/2/2020,37.84,39.950001,37.470001,39.799999,39.799999,28180500,0.160004,0.00417438,0.2579994,0.006536264,0.3919994,0.010274137,1
CSCO,4/3/2020,39.82,40.290001,38.540001,39.060001,39.060001,21235200,1.959999,0.049246207,0.486001,0.012361405,0.0719997,0.001876801,0
CSCO,4/6/2020,40.459999,41.68,39.779999,41.43,41.43,31641400,-0.759999,-0.019457219,0.3560006,0.009043811,0.2019996,0.005218414,1
CSCO,4/7/2020,42.66,42.740002,40.59,40.639999,40.639999,30366100,0.970001,0.02341301,0.2820006,0.007123746,0.3929999,0.009976642,0
CSCO,4/8/2020,41.169998,42.200001,40.869999,41.740002,41.740002,22683500,-2.020001,-0.04970475,0.302001,0.007578064,0.581,0.014673199,1
CSCO,4/9/2020,42.09,42.200001,40.849998,41.200001,41.200001,27650200,0.570004,0.013656061,0.0620008,0.0015296,0.1600001,0.003999702,0
CSCO,4/13/2020,41.040001,41.459999,40.529999,41.220001,41.220001,19592000,-0.889999,-0.021601917,0.1440008,0.003528221,0.3150009,0.007862246,1
CSCO,4/14/2020,41.91,42.82,41.529999,42.779999,42.779999,22882400,0.18,0.004366812,-0.4259988,-0.010328245,-0.0349991,-0.000868356,1
CSCO,4/15/2020,42.200001,42.369999,41.23,41.52,41.52,18428800,0.869999,0.020336583,-0.237999,-0.005732705,0.0220008,0.000542546,0
CSCO,4/16/2020,41.759998,41.790001,40.68,41.5,41.5,26178000,-0.680001,-0.016377673,-0.2579994,-0.006188223,0.0220008,0.000539606,0
CSCO,4/17/2020,42.25,42.639999,41.740002,42.48,42.48,30701500,-0.259998,-0.006265012,0.0100006,0.000240145,0.0360007,0.000876164,1
CSCO,4/20/2020,41.919998,43.290001,41.790001,42.540001,42.540001,23438800,0.23,0.005414313,-0.1559998,-0.003723146,-0.0059995,-0.000145066,1
CSCO,4/21/2020,41.830002,41.990002,40.41,40.549999,40.549999,31661000,0.620003,0.014574588,0.068,0.00161275,-0.1789994,-0.004292037,0
CSCO,4/22/2020,41.27,42.09,41.110001,41.759998,41.759998,18337400,-1.280003,-0.031566043,0.1560006,0.003739407,-0.0409992,-0.000985155,1
CSCO,4/23/2020,41.889999,42.549999,41.529999,41.619999,41.619999,16100200,0.489998,0.011733669,-0.2739998,-0.006560355,-0.2659996,-0.006374454,0
CSCO,4/24/2020,41.84,42.66,41.650002,42.52,42.52,14641700,-0.27,-0.006487266,-0.04,-0.000957167,-0.0149997,-0.000359558,1
CSCO,4/27/2020,42.700001,43.220001,42.580002,43.060001,43.060001,17937900,0.68,0.015992474,-0.0420004,-0.001004842,-0.0990001,-0.00236565,1
CSCO,4/28/2020,43.5,43.630001,42.41,42.490002,42.490002,16427700,0.36,0.008360427,0.0479996,0.001145521,0.0579998,0.001379863,0
CSCO,4/29/2020,43.349998,43.48,42.93,43.34,43.34,17430100,-1.009998,-0.023770251,-0.004001,-9.46087E-05,0.0759998,0.001809347,0
CSCO,4/30/2020,43.169998,43.169998,42.169998,42.380001,42.380001,26664100,-0.009998,-0.000230688,0.05,0.001173544,-0.1119999,-0.002654907,0
CSCO,5/1/2020,41.720001,41.810001,40.77,40.919998,40.919998,22095300,-0.789997,-0.018640797,-0.0499992,-0.001169353,-0.0449996,-0.001064475,0
CSCO,5/4/2020,40.950001,41.41,40.490002,41.349998,41.349998,15997700,-0.800003,-0.019550416,-0.1539986,-0.00362879,-0.0979995,-0.002326784,1
CSCO,5/5/2020,41.610001,41.93,41.389999,41.459999,41.459999,15060200,0.399997,0.009673447,-0.4499992,-0.010689833,-0.2009998,-0.004785824,0
CSCO,5/6/2020,41.560001,41.689999,40.970001,41.150002,41.150002,16040300,-0.150002,-0.003617993,-0.4419998,-0.01055144,-0.2230004,-0.00529818,0
CSCO,5/7/2020,41.59,41.77,41.220001,41.369999,41.369999,20173600,-0.409999,-0.009963523,-0.2700006,-0.006513572,-0.1100003,-0.002617248,0
